"Year.size","Plot","wregion","uniqueID","type","Year.planted","Year.sizeNext","Location.x","Row","Position","Pop","size","sizeNext","surv","fec1","fec2","fec3","flowering","n.germ.sam","PAR","sm.t1","N","light","wplot","habitat","stage","Age","Ph.ave","mat","mt.warm.month","mt.coldest","mt.apr","mt.may","days0may","days0april","days0","longdays0","gdd","mmp","mp.april","mp.may","mt.driest","n.droughts.gs","long.drought.gs","n.germ.1","n.germ.0","n.germ.surv.1","n.germ.surv.0"
2009,"AFB",4,"9461","field",2009,2010,"ME",4,6,"1",8.419902316,NA,0,NA,NA,NA,NA,NA,-0.702747466347115,-0.402923409931906,-0.0759553990889777,-0.122940531240778,9,0,"continuous",1,-0.42001730958512,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"9551","field",2009,2010,"ME",5,5,"1",8.044705088,NA,0,NA,NA,NA,NA,NA,-0.653636628053349,-0.402923409931906,-0.0759553990889777,-0.122940531240778,9,0,"continuous",1,-0.42001730958512,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"9621","field",2009,2010,"ME",6,2,"1",8.366565821,NA,0,NA,NA,NA,NA,NA,-0.653636628053349,-0.402923409931906,-0.0759553990889777,-0.122940531240778,9,0,"continuous",1,-0.42001730958512,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"AFB",4,"9321","field",2009,2010,"ME",3,2,"1",8.012704405,6.386807644,1,NA,NA,NA,0,NA,-0.629081208906466,-0.402923409931906,-0.0759553990889777,-0.122940531240778,9,0,"continuous",1,-0.42001730958512,-1.31146731911002,-0.711411160678124,-2.64411872655088,-0.672687649393143,-0.95745905600091,-0.310496176333942,-0.398363951700224,0.962360787881608,3.02179033621951,-0.849564501232116,-3.33042577880658,-3.30759686637981,-2.08126097330457,-1.81736336957925,-3.7770639008162,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1411","field",2009,2010,"CT",4,1,"1",7.64159925,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1271","field",2009,2010,"CT",2,7,"1",8.255426119,NA,0,NA,NA,NA,NA,NA,-0.800969142934646,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1151","field",2009,2010,"CT",1,5,"1",8.484632885,NA,0,NA,NA,NA,NA,NA,-0.800969142934646,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1541","field",2009,2010,"CT",5,4,"1",8.311767873,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1611","field",2009,2010,"CT",6,1,"1",8.584032222,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1351","field",2009,2010,"CT",3,5,"1",8.076201802,NA,0,NA,NA,NA,NA,NA,-0.800969142934646,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMC",1,"1131","field",2009,2010,"CT",1,3,"1",8.182690831,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,0.835007948617911,1.6682701291389,-1.33610420099014,1,0,"continuous",1,-0.656598982737668,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2661","field",2009,2010,"CT",6,6,"1",7.161039583,NA,0,NA,NA,NA,NA,NA,-0.678192047200232,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2231","field",2009,2010,"CT",2,3,"1",8.393411862,NA,0,NA,NA,NA,NA,NA,-0.629081208906466,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2271","field",2009,2010,"CT",2,7,"1",7.43734026,NA,0,NA,NA,NA,NA,NA,-0.702747466347115,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2351","field",2009,2010,"CT",3,5,"1",8.339354517,NA,0,NA,NA,NA,NA,NA,-0.653636628053349,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2551","field",2009,2010,"CT",5,5,"1",7.680061974,NA,0,NA,NA,NA,NA,NA,-0.702747466347115,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2441","field",2009,2010,"CT",4,4,"1",7.521563231,NA,0,NA,NA,NA,NA,NA,-0.653636628053349,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"BMD",1,"2161","field",2009,2010,"CT",1,6,"1",8.167820874,7.93038826,1,NA,NA,NA,0,NA,-0.751858304640881,2.40201280782307,0.311257960332792,-0.235861345211047,2,1,"continuous",1,-1.27762587476311,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16471","field",2009,2010,"CT",4,7,"1",7.963722365,6.593889002,1,NA,NA,NA,0,NA,0.549578910143913,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16141","field",2009,2010,"CT",1,4,"1",7.136194543,6.493027295,1,NA,NA,NA,0,NA,0.475912652703264,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16541","field",2009,2010,"CT",5,4,"1",8.769135336,11.33835598,1,NA,NA,NA,0,NA,0.844243939906507,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16221","field",2009,2010,"CT",2,2,"1",7.111036979,9.382804346,1,NA,NA,NA,0,NA,0.205803042087552,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16621","field",2009,2010,"CT",6,2,"1",8.353006447,9.576378916,1,NA,NA,NA,0,NA,0.647800586731444,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16331","field",2009,2010,"CT",3,3,"1",7.879321656,8.547333944,1,NA,NA,NA,0,NA,0.0830259463531376,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HILL",2,"16411","field",2009,2010,"CT",4,1,"1",9.141131399,8.197451045,1,NA,NA,NA,0,NA,0.353135556968849,-0.200817228350169,0.466614080410687,1.41656184429477,16,1,"continuous",1,1.32477252991492,0.504969423394125,0.240107526605074,0.0449617553846786,1.4842643128049,1.00074194296427,-0.310496176333942,-1.23584439513457,-0.522800753406911,-0.140818281158594,0.393913097828279,-0.0276484315673269,-2.54088373910629,-2.02624197116284,-0.866909251681283,0.12022960552127,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12221","field",2009,2010,"VT",2,2,"1",7.371760615,7.826916911,1,NA,NA,NA,0,NA,2.51401244189454,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12641","field",2009,2010,"VT",6,4,"1",7.562380974,9.493504536,1,NA,NA,NA,0,NA,2.17023657383818,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12511","field",2009,2010,"VT",5,1,"1",7.602382308,6.751450758,1,NA,NA,NA,0,NA,1.67912819090053,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12351","field",2009,2010,"VT",3,5,"1",8.044705088,10.2045454,1,NA,NA,NA,0,NA,1.82646070578182,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12571","field",2009,2010,"VT",5,7,"1",8.255426119,7.415718428,1,NA,NA,NA,0,NA,2.36667992701325,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12131","field",2009,2010,"VT",1,3,"1",7.233774872,NA,0,NA,NA,NA,NA,NA,1.97379322066312,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTC",3,"12431","field",2009,2010,"VT",4,3,"1",8.012704405,8.780154648,1,NA,NA,NA,0,NA,2.71045579506961,-1.01494556346257,-0.45139935605374,1.68383330516153,12,1,"continuous",1,1.41349065734713,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13171","field",2009,2010,"VT",1,7,"1",7.6220869,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13561","field",2009,2010,"VT",5,6,"1",7.754837038,NA,0,NA,NA,NA,NA,NA,-0.825524562081529,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13221","field",2009,2010,"VT",2,2,"1",8.060515447,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13331","field",2009,2010,"VT",3,3,"1",7.947124759,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13631","field",2009,2010,"VT",6,3,"1",7.947124759,NA,0,NA,NA,NA,NA,NA,-0.825524562081529,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13441","field",2009,2010,"VT",4,4,"1",8.380033886,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"HORTD",3,"13111","field",2009,2010,"VT",1,1,"1",7.479895057,NA,0,NA,NA,NA,NA,NA,-0.776413723787764,-0.533858457470829,0.685524975865497,-1.07492583551694,13,0,"continuous",1,-1.1889077473309,0.21699292633771,0.477722429999967,-0.709155209029564,0.77188080326959,0.822678733426659,-0.310496176333942,-0.817104173417396,-0.281963746711476,0.721711341762706,0.609011629368418,-2.60001057622089,-3.25705060847456,1.31653145503316,-2.06471150030289,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"JC",1,"3231","field",2009,2010,"CT",2,3,"1",7.963722365,NA,0,NA,NA,NA,NA,NA,-0.727302885493998,-0.62486823458418,-1.12225532773929,-0.480114275750613,3,0,"continuous",1,-0.745317110169874,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
2009,"JC",1,"3551","field",2009,2010,"CT",5,5,"1",7.791201677,NA,0,NA,NA,NA,NA,NA,-0.678192047200232,-0.62486823458418,-1.12225532773929,-0.480114275750613,3,0,"continuous",1,-0.745317110169874,0.942052795998818,0.815988649325281,0.468789808507301,1.70027381258038,1.27367341281535,-0.310496176333942,-1.23584439513457,-0.763637760102347,-0.236654905927627,0.741913011086476,0.373257351435909,1.44716053107204,-0.426974834641197,-0.65195914376671,-1.82841714764747,-0.732211776830484,NA,NA,NA,NA
